720553459154595000,governor baker and mayor walsh to launch antimarijuana campaign,0,0
720553727879475000,s226 order relative to requesting the opinions of the honorable the justices of the supreme judicial court,0,0
720553746434883000,goodbye boston boston logan international airport,0,1
720553992246300000,can you recommend anyone for this ma,6,0
720554798223859000,i never did what was expected of me i mean that in both a good and bad way,0,0
720554910006124000,if youre a professional in ma check out this,4,0
720555194937917000,sunrise commute somerville massachusetts,3,1
720555242832687000,im at rivard family dwelling in westminster ma,0,0
720555321756921000,incident on eb at from new jersey,1,0
720555344884146000,accident in on sb at ex lowell connector,2,0
720555673667239000,were read about our latest opening here agile program manager ma,3,0
720556129160466000,opened illegal parking report via iphone at falcon st east boston white jeep parked across fire hydrant,0,0
720556192813096000,buhay ng tunay na kaibigan hahahaa harvard university,0,2
720556285247299000,h4219 strengthening public education in the commonwealth,0,0
720556298631163000,were read about our latest opening here physical security software development architect,2,0
720556306290106000,morning coffee EMO_POS at in newton ma,0,1
720556742451544000,ted talks are insightful,0,0
720556845757116000,want to work at procter gamble were in ma click for details,5,0
720556846285721000,well i guess ill go to sleep,0,0
720556988925681000,did you know our grandchildren will most likely have nanocells running through their system,0,0
720557012078034000,join the hmshost team see our latest opening here ma,5,0
720557074099347000,live on check out this photo i found from utah jazz vs los angeles lakers,0,1
720557165442895000,up to off memberships personal training at davidbartongym boston,0,0
720557183331467000,ma beauty advisor at cvs health,5,0
720557227636105000,live on check out this photo i found from utah jazz vs los angeles lakers,0,1
720557276197744000,like people will have infarred vision and shit,0,0
720557367532920000,mr mikes mobil in athol ma,0,1
720557375623708000,im at pro fitness plus in billerica ma,0,0
720557488018337000,security to be tight at bostonmarathon but no credible threat seen,0,0
720557489444356000,aachoo down side of dry days pollen counts going up,0,1
720557490987859000,weather now clear sky mph northnortheast wind,0,0
720557600555802000,what a morning rocking party with a family that supports you_,0,0
720557641680949000,im at windsor village at waltham in waltham ma,0,2
720557715282599000,thats cool as fuck imagine technology regenerating human cells thats the next step in the human evolution,0,0
720557918765117000,i just hope we dont have to pay money for it,0,0
720557973068582000,i love the view from bishop feehan high school,0,1
720558011786379000,last night showed why the nba can be so amazing curry kobe,0,0
720558085560016000,i wanna get my nanocells at walgreens for free the same way niggas get their flu shots,0,0
720558597130747000,incident on eb at new jersey,1,0
720558762373857000,s223 to support the transition to adult services for persons with disabilities,0,0
720558911082749000,were click to apply health enthusiast parttime ma,5,0
720559170995376000,ramp restrictions in on lowell connector outbound at,2,0
720559311680892000,sunrise over the new building holbrook jr sr high,0,1
720559544460513000,feel for the crocs the team adm in and the supporters,4,0
720559828322689000,update incident on eb at from new jersey,1,0
720560142744481000,another ive seen them times very good shows,4,1
720560214349651000,for certificate at stairhopper movers,0,0
720560435691294000,accident in on rte eb at i495 slow traffic back to ma110 delay of mins,2,0
720560742949216000,the rest of us wine blogging outside of wine country i read a lot of wine blogs and most of them are by peop,0,0
720560936256348000,accident left lane blocked in on rte eb at i495 stop and go traffic back to ma110 delay of mins,2,0
720561262908805000,h4215 relative to the protection of open spaces,0,0
720561459445555000,of the best to eva do it showing each i otha luv michael jordan n_,0,0
720561956457828000,alert speech language supplemental health care ma,4,0
720562036028096000,opened report via android at hancock st dorchester tree pit vandalism,0,0
720562073881579000,want to work at sonus networks were in ma click for details,5,0
720562175123853000,closed street lights report at intersection of parmenter st richmond st case resolved replaced starter lamp,0,0
720562496998756000,were click to apply pharmacy technician ma,5,0
720562606763831000,together at last salem massachusetts,6,2
720562792399384000,alert certified nursing favorite health care staffing ma,2,0
720563569700577000,im at brookline fire station in brookline ma,0,0
720563621047050000,off services,0,0
720563673685577000,technical account manager boston ma vmware EMO_NEG ma,5,0
720563774776672000,whats trending atletico knock out barcelona rashford inspires united,0,0
720563818657615000,im at wellington bridge in somerville ma,0,0
720564214281035000,my sleeping babies home woburn ma,0,1
720564414831792000,opened report via android at meridian st east boston dog left outside has been barking since,0,0
